dataset_index,smiles,MolWt,MolLogP,TPSA,NumRotatableBonds,AromaticAtomFraction,HeavyAtomCount,NumRings,NumAromaticRings,NumAliphaticRings,NumHeteroatoms,FractionCSP3,NumHDonors,NumHAcceptors
232,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,290.447000,3.959100,37.300000,0.000000,0.000000,21.000000,4.000000,0.000000,4.000000,2.000000,0.947368,1.000000,2.000000
234,Cc1ccc(cc1)c2ccccc2,168.239000,3.662020,0.000000,1.000000,0.923077,13.000000,2.000000,2.000000,0.000000,0.000000,0.076923,0.000000,0.000000
235,CCNc1nc(Cl)nc(NC(C)C)n1,215.688000,1.777100,62.730000,4.000000,0.428571,14.000000,1.000000,1.000000,0.000000,6.000000,0.625000,2.000000,5.000000
237,CCCC(=O)CCC,114.188000,2.155700,17.070000,4.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000,0.857143,0.000000,1.000000
240,O=C1CCCCC1,98.145000,1.519600,17.070000,0.000000,0.000000,7.000000,1.000000,0.000000,1.000000,1.000000,0.833333,0.000000,1.000000
243,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,303.671000,2.946400,46.920000,2.000000,0.600000,20.000000,2.000000,2.000000,0.000000,8.000000,0.166667,1.000000,3.000000
245,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,243.742000,2.191500,53.940000,5.000000,0.375000,16.000000,1.000000,1.000000,0.000000,6.000000,0.700000,1.000000,5.000000
247,Clc1ccc(Cl)c(Cl)c1,181.449000,3.646800,0.000000,0.000000,0.666667,9.000000,1.000000,1.000000,0.000000,3.000000,0.000000,0.000000,0.000000
248,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,343.217000,4.233520,43.070000,1.000000,0.739130,23.000000,4.000000,3.000000,1.000000,6.000000,0.117647,0.000000,3.000000
250,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,254.293000,2.224600,49.330000,1.000000,0.631579,19.000000,3.000000,2.000000,1.000000,5.000000,0.214286,0.000000,4.000000
252,Cc1ccccc1Br,171.037000,2.757520,0.000000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,1.000000,0.142857,0.000000,0.000000
254,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,384.516000,4.575300,60.440000,2.000000,0.000000,28.000000,4.000000,0.000000,4.000000,4.000000,0.708333,0.000000,4.000000
255,CC(C)C(O)C(C)C,116.204000,1.659300,20.230000,2.000000,0.000000,8.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
256,c1ccc2ccccc2c1,128.174000,2.839800,0.000000,0.000000,1.000000,10.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
257,CCNc1ccccc1,121.183000,2.118400,12.030000,2.000000,0.666667,9.000000,1.000000,1.000000,0.000000,1.000000,0.250000,1.000000,1.000000
258,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,252.273000,1.769600,58.200000,2.000000,0.631579,19.000000,3.000000,2.000000,1.000000,4.000000,0.066667,2.000000,2.000000
259,Cc1c2ccccc2c(C)c3ccc4ccccc4c13,256.348000,5.763040,0.000000,0.000000,0.900000,20.000000,4.000000,4.000000,0.000000,0.000000,0.100000,0.000000,0.000000
260,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,393.854000,3.878200,55.840000,8.000000,0.260870,23.000000,2.000000,1.000000,1.000000,9.000000,0.428571,0.000000,6.000000
261,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,345.653000,5.205900,18.460000,4.000000,0.571429,21.000000,2.000000,2.000000,0.000000,5.000000,0.250000,0.000000,2.000000
262,Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ,381.112000,4.511700,58.200000,2.000000,0.500000,24.000000,2.000000,2.000000,0.000000,10.000000,0.000000,2.000000,2.000000
263,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,366.417000,3.172900,75.710000,7.000000,0.444444,27.000000,3.000000,2.000000,1.000000,6.000000,0.285714,1.000000,4.000000
265,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,301.296000,2.492400,50.940000,4.000000,0.772727,22.000000,3.000000,3.000000,0.000000,6.000000,0.125000,1.000000,3.000000
266,CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O ,478.513000,1.762100,127.200000,4.000000,0.000000,34.000000,4.000000,0.000000,4.000000,9.000000,0.680000,2.000000,8.000000
267,CCCCBr,137.020000,2.181400,0.000000,2.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
268,Brc1cc(Br)c(Br)cc1Br,393.698000,4.736600,0.000000,0.000000,0.600000,10.000000,1.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000
269,CC(C)CC(=O)C,100.161000,1.621500,17.070000,2.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,0.833333,0.000000,1.000000
270,CCSC(=O)N(CC)C1CCCCC1 ,215.362000,3.514100,20.310000,3.000000,0.000000,14.000000,1.000000,0.000000,1.000000,3.000000,0.909091,0.000000,2.000000
272,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,505.206000,6.490180,59.320000,6.000000,0.428571,28.000000,3.000000,2.000000,1.000000,6.000000,0.272727,0.000000,4.000000
275,Ic1cccc2ccccc12,254.070000,3.444400,0.000000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
276,OCC(O)C(O)C(O)C(O)CO,182.172000,-3.585400,121.380000,5.000000,0.000000,12.000000,0.000000,0.000000,0.000000,6.000000,1.000000,6.000000,6.000000
277,CCS,62.137000,0.936100,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
278,ClCC(Cl)Cl,133.405000,2.028900,0.000000,1.000000,0.000000,5.000000,0.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000
282,O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,212.249000,0.650800,75.270000,2.000000,0.000000,15.000000,1.000000,0.000000,1.000000,5.000000,0.700000,2.000000,3.000000
286,C(Cc1ccccc1)c2ccccc2,182.266000,3.471800,0.000000,3.000000,0.857143,14.000000,2.000000,2.000000,0.000000,0.000000,0.142857,0.000000,0.000000
287,ClC(Cl)C(Cl)Cl,167.850000,2.593800,0.000000,1.000000,0.000000,6.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000
288,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,283.331000,3.122320,54.460000,2.000000,0.571429,21.000000,3.000000,2.000000,1.000000,5.000000,0.250000,1.000000,4.000000
289,Cc1ccc2c(ccc3ccccc32)c1,192.261000,4.301420,0.000000,0.000000,0.933333,15.000000,3.000000,3.000000,0.000000,0.000000,0.066667,0.000000,0.000000
294,CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,414.827000,1.171600,127.790000,8.000000,0.444444,27.000000,2.000000,2.000000,0.000000,12.000000,0.200000,1.000000,8.000000
296,CCCCCCCl,120.623000,2.805500,0.000000,4.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
297,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,429.772000,8.580800,0.000000,1.000000,0.600000,20.000000,2.000000,2.000000,0.000000,8.000000,0.000000,0.000000,0.000000
298,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,504.438000,-7.571400,268.680000,8.000000,0.000000,34.000000,3.000000,0.000000,3.000000,16.000000,1.000000,11.000000,16.000000
301,CC(Cl)Cl,98.960000,1.810000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000
302,Nc1ccc(cc1)S(N)(=O)=O,172.209000,-0.083800,86.180000,1.000000,0.545455,11.000000,1.000000,1.000000,0.000000,5.000000,0.000000,2.000000,3.000000
304,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,290.832000,3.644400,0.000000,0.000000,0.000000,12.000000,1.000000,0.000000,1.000000,6.000000,1.000000,0.000000,0.000000
307,ClC(Cl)(Cl)Cl,153.823000,2.552900,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,4.000000,1.000000,0.000000,0.000000
309,OC1CCCCCCC1,128.215000,2.091600,20.230000,0.000000,0.000000,9.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
310,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,302.458000,4.269300,37.300000,0.000000,0.000000,22.000000,4.000000,0.000000,4.000000,2.000000,0.850000,1.000000,2.000000
312,C/C1CCC(\C)CC1,112.216000,2.832600,0.000000,0.000000,0.000000,8.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
313,c1cnc2c(c1)ccc3ncccc23,180.210000,2.783000,25.780000,0.000000,1.000000,14.000000,3.000000,3.000000,0.000000,2.000000,0.000000,0.000000,2.000000
314,COC(C)(C)C,88.150000,1.431300,9.230000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000
315,COc1ccc(C=CC)cc1,148.205000,2.728300,9.230000,2.000000,0.545455,11.000000,1.000000,1.000000,0.000000,1.000000,0.200000,0.000000,1.000000
316,CCCCCCCCCCCCCCCCO,242.447000,5.460000,20.230000,14.000000,0.000000,17.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
318,Nc1ncnc2nc[nH]c12 ,135.130000,-0.064900,80.480000,0.000000,0.900000,10.000000,2.000000,2.000000,0.000000,5.000000,0.000000,2.000000,4.000000
319,Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,326.437000,6.620600,0.000000,1.000000,0.705882,17.000000,2.000000,2.000000,0.000000,5.000000,0.000000,0.000000,0.000000
320,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,256.305000,2.131100,55.240000,4.000000,0.631579,19.000000,3.000000,2.000000,1.000000,4.000000,0.333333,1.000000,4.000000
321,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,252.316000,5.640400,0.000000,0.000000,1.000000,20.000000,5.000000,4.000000,1.000000,0.000000,0.000000,0.000000,0.000000
322,O=C(Nc1ccccc1)Nc2ccccc2,212.252000,3.330600,41.130000,2.000000,0.750000,16.000000,2.000000,2.000000,0.000000,3.000000,0.000000,2.000000,1.000000
323,CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,232.239000,0.700400,75.270000,2.000000,0.352941,17.000000,2.000000,1.000000,1.000000,5.000000,0.250000,2.000000,3.000000
324,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,257.547000,5.313800,0.000000,1.000000,0.800000,15.000000,2.000000,2.000000,0.000000,3.000000,0.000000,0.000000,0.000000
325,CC(C)c1ccc(NC(=O)N(C)C)cc1,206.289000,2.903500,32.340000,2.000000,0.400000,15.000000,1.000000,1.000000,0.000000,3.000000,0.416667,1.000000,1.000000
326,CCN(CC)C(=O)CSc1ccc(Cl)nn1,259.762000,2.090500,46.090000,5.000000,0.375000,16.000000,1.000000,1.000000,0.000000,6.000000,0.500000,0.000000,4.000000
327,CCC(C)(C)CO,102.177000,1.414900,20.230000,2.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
328,CCCOC(=O)CCC,130.187000,1.739700,26.300000,4.000000,0.000000,9.000000,0.000000,0.000000,0.000000,2.000000,0.857143,0.000000,2.000000
330,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,397.524000,3.772600,64.630000,10.000000,0.260870,23.000000,1.000000,1.000000,0.000000,9.000000,0.571429,1.000000,6.000000
331,C1CCCCCC1,98.189000,2.730700,0.000000,0.000000,0.000000,7.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
332,CCCOC=O,88.106000,0.569400,26.300000,3.000000,0.000000,6.000000,0.000000,0.000000,0.000000,2.000000,0.750000,0.000000,2.000000
335,CC(C)CC(C)C,100.205000,2.688500,0.000000,2.000000,0.000000,7.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
336,o1c2ccccc2c3ccccc13,168.195000,3.586000,13.140000,0.000000,1.000000,13.000000,3.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000
337,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,286.349000,2.057600,61.830000,4.000000,0.315789,19.000000,2.000000,1.000000,1.000000,6.000000,0.538462,0.000000,5.000000
338,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,232.205000,2.798900,32.340000,1.000000,0.375000,16.000000,1.000000,1.000000,0.000000,6.000000,0.300000,1.000000,1.000000
339,c3ccc2nc1ccccc1cc2c3,179.222000,3.388000,12.890000,0.000000,1.000000,14.000000,3.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000
340,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,360.450000,1.989800,91.670000,2.000000,0.000000,26.000000,4.000000,0.000000,4.000000,5.000000,0.761905,2.000000,5.000000
341,OCC1OC(O)C(O)C(O)C1O,180.156000,-3.221400,110.380000,1.000000,0.000000,12.000000,1.000000,0.000000,1.000000,6.000000,1.000000,5.000000,6.000000
343,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,365.842000,2.083400,92.500000,3.000000,0.500000,24.000000,3.000000,2.000000,1.000000,8.000000,0.187500,2.000000,4.000000
344,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,404.547000,4.195500,72.830000,6.000000,0.000000,29.000000,3.000000,0.000000,3.000000,5.000000,0.750000,1.000000,5.000000
345,O=N(=O)c1ccc(cc1)N(=O)=O,168.108000,1.503000,86.280000,2.000000,0.500000,12.000000,1.000000,1.000000,0.000000,6.000000,0.000000,0.000000,4.000000
346,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,262.309000,1.495200,75.270000,2.000000,0.000000,19.000000,3.000000,0.000000,3.000000,5.000000,0.642857,2.000000,3.000000
348,CN(C)C(=O)Nc1ccccc1,164.208000,1.780100,32.340000,1.000000,0.500000,12.000000,1.000000,1.000000,0.000000,3.000000,0.222222,1.000000,1.000000
350,CC(C)O,60.096000,0.387100,20.230000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
351,Cc1ccc2ccccc2c1,142.201000,3.148220,0.000000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,0.000000,0.090909,0.000000,0.000000
353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.372000,4.785200,40.460000,5.000000,0.600000,20.000000,2.000000,2.000000,0.000000,2.000000,0.333333,2.000000,2.000000
354,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,330.364000,2.121800,71.060000,9.000000,0.000000,19.000000,0.000000,0.000000,0.000000,9.000000,0.800000,0.000000,8.000000
356,C/C=C/C=O,70.091000,0.761400,17.070000,1.000000,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000,0.250000,0.000000,1.000000
358,Cc1c2ccccc2c(C)c3ccccc13,206.288000,4.609840,0.000000,0.000000,0.875000,16.000000,3.000000,3.000000,0.000000,0.000000,0.125000,0.000000,0.000000
359,CCCCCC(=O)OC,130.187000,1.739700,26.300000,4.000000,0.000000,9.000000,0.000000,0.000000,0.000000,2.000000,0.857143,0.000000,2.000000
360,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,338.795000,2.869900,80.370000,2.000000,0.478261,23.000000,2.000000,2.000000,0.000000,8.000000,0.400000,1.000000,4.000000
361,CC(=O)Nc1ccc(F)cc1,153.156000,1.784100,29.100000,1.000000,0.545455,11.000000,1.000000,1.000000,0.000000,3.000000,0.125000,1.000000,1.000000
363,C1CCC=CC1,82.146000,2.116600,0.000000,0.000000,0.000000,6.000000,1.000000,0.000000,1.000000,0.000000,0.666667,0.000000,0.000000
364,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,362.466000,1.781600,94.830000,2.000000,0.000000,26.000000,4.000000,0.000000,4.000000,5.000000,0.809524,3.000000,5.000000
365,c1cncnc1,80.090000,0.476600,25.780000,0.000000,1.000000,6.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000
370,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,256.331000,1.025800,69.560000,1.000000,0.294118,17.000000,2.000000,1.000000,1.000000,7.000000,0.700000,1.000000,5.000000
371,O=N(=O)c1ccccc1,123.111000,1.594800,43.140000,1.000000,0.666667,9.000000,1.000000,1.000000,0.000000,3.000000,0.000000,0.000000,2.000000
373,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,365.842000,2.714120,92.500000,2.000000,0.500000,24.000000,3.000000,2.000000,1.000000,8.000000,0.187500,2.000000,4.000000
377,CCCC(=O)OC,102.133000,0.959500,26.300000,2.000000,0.000000,7.000000,0.000000,0.000000,0.000000,2.000000,0.800000,0.000000,2.000000
379,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,253.269000,0.833400,129.620000,1.000000,0.842105,19.000000,3.000000,3.000000,0.000000,7.000000,0.000000,3.000000,7.000000
380,CCCCCC(=O)OCC,144.214000,2.129800,26.300000,5.000000,0.000000,10.000000,0.000000,0.000000,0.000000,2.000000,0.875000,0.000000,2.000000
381,OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,309.529000,-0.462900,88.380000,2.000000,0.000000,17.000000,2.000000,0.000000,2.000000,9.000000,1.000000,3.000000,6.000000
382,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,293.414000,4.871880,27.960000,4.000000,0.545455,22.000000,2.000000,2.000000,0.000000,3.000000,0.263158,0.000000,2.000000
383,COc1nc(NC(C)C)nc(NC(C)C)n1,225.296000,1.520800,71.960000,5.000000,0.375000,16.000000,1.000000,1.000000,0.000000,6.000000,0.700000,2.000000,6.000000
384,CCCCCCC=C,112.216000,3.142800,0.000000,5.000000,0.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.750000,0.000000,0.000000
385,Cc1ccc(N)cc1,107.156000,1.577220,26.020000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,1.000000,0.142857,1.000000,1.000000
386,Nc1nccs1 ,100.146000,0.725300,38.910000,0.000000,0.833333,6.000000,1.000000,1.000000,0.000000,3.000000,0.000000,1.000000,3.000000
389,c3ccc2c(O)c1ccccc1cc2c3 ,194.233000,3.698600,20.230000,0.000000,0.933333,15.000000,3.000000,3.000000,0.000000,1.000000,0.000000,1.000000,1.000000
390,Cc1ccc2cc3ccccc3cc2c1,192.261000,4.301420,0.000000,0.000000,0.933333,15.000000,3.000000,3.000000,0.000000,0.000000,0.066667,0.000000,0.000000
393,CCCCCCCC(C)O,144.258000,2.727700,20.230000,6.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
394,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.360000,3.767700,32.340000,3.000000,0.600000,20.000000,2.000000,2.000000,0.000000,3.000000,0.235294,1.000000,1.000000
396,Oc1c(Br)cc(C#N)cc1Br ,276.915000,2.788880,44.020000,0.000000,0.545455,11.000000,1.000000,1.000000,0.000000,4.000000,0.000000,1.000000,2.000000
397,Clc1ccc(cc1Cl)c2ccccc2 ,223.102000,4.660400,0.000000,1.000000,0.857143,14.000000,2.000000,2.000000,0.000000,2.000000,0.000000,0.000000,0.000000
398,CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,298.367000,3.338100,42.430000,4.000000,0.714286,21.000000,3.000000,3.000000,0.000000,5.000000,0.125000,0.000000,4.000000
399,Oc1cccc2ncccc12 ,145.161000,1.940400,33.120000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,2.000000,0.000000,1.000000,2.000000
400,CC1=C(SCCO1)C(=O)Nc2ccccc2,235.308000,2.620000,38.330000,2.000000,0.375000,16.000000,2.000000,1.000000,1.000000,4.000000,0.250000,1.000000,3.000000
401,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,258.324000,1.342400,82.280000,3.000000,0.562500,16.000000,2.000000,2.000000,0.000000,7.000000,0.222222,1.000000,5.000000
405,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,372.505000,4.266700,60.440000,3.000000,0.000000,27.000000,4.000000,0.000000,4.000000,4.000000,0.782609,0.000000,4.000000
407,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.680000,2.741920,32.340000,1.000000,0.428571,14.000000,1.000000,1.000000,0.000000,4.000000,0.300000,1.000000,1.000000
408,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,249.097000,3.018500,41.570000,2.000000,0.400000,15.000000,1.000000,1.000000,0.000000,6.000000,0.222222,1.000000,2.000000
409,OC1CCCCCC1,114.188000,1.701500,20.230000,0.000000,0.000000,8.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000
412,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,222.251000,-0.856100,115.040000,2.000000,0.384615,13.000000,1.000000,1.000000,0.000000,9.000000,0.250000,2.000000,6.000000
413,Oc1ccc(cc1)N(=O)=O,139.110000,1.300400,63.370000,1.000000,0.600000,10.000000,1.000000,1.000000,0.000000,4.000000,0.000000,1.000000,3.000000
414,ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,364.914000,5.270200,0.000000,0.000000,0.000000,18.000000,4.000000,0.000000,4.000000,6.000000,0.666667,0.000000,0.000000
415,C1CCOC1,72.107000,0.796800,9.230000,0.000000,0.000000,5.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
417,Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,291.992000,5.967200,0.000000,1.000000,0.750000,16.000000,2.000000,2.000000,0.000000,4.000000,0.000000,0.000000,0.000000
420,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.469000,4.723500,34.140000,1.000000,0.000000,23.000000,4.000000,0.000000,4.000000,2.000000,0.809524,0.000000,2.000000
421,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,257.769000,2.217400,45.150000,6.000000,0.352941,17.000000,1.000000,1.000000,0.000000,6.000000,0.727273,0.000000,5.000000
422,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,349.066000,3.520900,37.380000,3.000000,0.000000,18.000000,2.000000,0.000000,2.000000,8.000000,0.600000,0.000000,3.000000
424,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,286.718000,2.447900,61.690000,1.000000,0.600000,20.000000,3.000000,2.000000,1.000000,5.000000,0.066667,2.000000,3.000000
428,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,302.238000,1.988000,131.360000,1.000000,0.727273,22.000000,3.000000,3.000000,0.000000,7.000000,0.000000,5.000000,7.000000
429,ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,490.639000,4.618200,17.070000,0.000000,0.000000,21.000000,6.000000,0.000000,6.000000,11.000000,0.900000,0.000000,1.000000
430,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.552000,3.621200,6.480000,4.000000,0.000000,16.000000,0.000000,0.000000,0.000000,6.000000,0.800000,0.000000,4.000000
431,C1CCCCC1,84.162000,2.340600,0.000000,0.000000,0.000000,6.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
432,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,474.640000,7.725600,0.000000,1.000000,0.000000,20.000000,2.000000,0.000000,2.000000,10.000000,0.200000,0.000000,0.000000
433,CN(C)C=Nc1ccc(Cl)cc1C,196.681000,2.869820,15.600000,2.000000,0.461538,13.000000,1.000000,1.000000,0.000000,3.000000,0.300000,0.000000,1.000000
434,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,266.340000,3.944400,37.300000,0.000000,0.500000,20.000000,4.000000,2.000000,2.000000,2.000000,0.388889,1.000000,2.000000
437,ClCCCl,98.960000,1.464000,0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000
439,ClCCBr,143.411000,1.620100,0.000000,1.000000,0.000000,4.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000
441,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,342.297000,-5.397200,189.530000,4.000000,0.000000,23.000000,2.000000,0.000000,2.000000,11.000000,1.000000,8.000000,11.000000
442,CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,268.320000,2.614700,49.330000,2.000000,0.600000,20.000000,3.000000,2.000000,1.000000,5.000000,0.266667,0.000000,4.000000
445,Brc1ccc(I)cc1,282.906000,3.053700,0.000000,0.000000,0.750000,8.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000
448,NC(=O)NC1NC(=O)NC1=O ,158.117000,-2.179800,113.320000,1.000000,0.000000,11.000000,1.000000,0.000000,1.000000,7.000000,0.250000,4.000000,3.000000
449,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.808000,3.141800,91.680000,6.000000,0.615385,26.000000,3.000000,3.000000,0.000000,7.000000,0.157895,3.000000,6.000000
450,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,320.046000,5.929000,0.000000,3.000000,0.666667,18.000000,2.000000,2.000000,0.000000,4.000000,0.142857,0.000000,0.000000
451,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,330.468000,4.450000,43.370000,1.000000,0.000000,24.000000,4.000000,0.000000,4.000000,3.000000,0.809524,0.000000,3.000000
452,Clc1cccc2ccccc12,162.619000,3.493200,0.000000,0.000000,0.909091,11.000000,2.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000
453,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,252.317000,3.434600,23.550000,1.000000,0.631579,19.000000,3.000000,2.000000,1.000000,3.000000,0.187500,0.000000,2.000000
454,CCCCC(C)O,102.177000,1.557400,20.230000,3.000000,0.000000,7.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
455,CCCC1CCCC1,112.216000,2.976700,0.000000,2.000000,0.000000,8.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
458,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,416.304000,6.177980,59.320000,6.000000,0.428571,28.000000,3.000000,2.000000,1.000000,6.000000,0.272727,0.000000,4.000000
459,c2ccc1ocnc1c2,119.123000,1.827800,26.030000,0.000000,1.000000,9.000000,2.000000,2.000000,0.000000,2.000000,0.000000,0.000000,2.000000
460,CCCCCO,88.150000,1.168900,20.230000,3.000000,0.000000,6.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000
